event_id,timestamp,user_id,dept,device_id,source_ip,geo_city,geo_country,geo_lat,geo_lon,host,status,label,attack_type,attack_id,spoofed_fingerprint
9482f070-7a43-477b-a7e4-9b864a4778a6,2026-06-15 08:33:19,user_051,sales,user_051-dev0,161.208.46.172,Pune,IN,18.6219,73.9454,sales-host-00,success,normal,,,
b9d22bdc-6dab-4289-ac2f-1f1ed146bc2d,2026-06-15 08:34:19,user_044,it_admin,user_044-dev0,62.54.96.55,Hyderabad,IN,17.4064,78.5668,it_admin-host-09,success,normal,,,
0a572ff3-aa9d-465c-9ff3-f421ffeff0e7,2026-06-15 08:36:53,user_061,sales,user_061-dev0,199.44.214.223,Delhi,IN,28.6017,77.2342,sales-host-00,success,normal,,,
798f8791-e25b-40bb-8330-871b1b1ed729,2026-06-15 08:37:17,user_063,hr,user_063-dev0,126.10.150.204,Delhi,IN,28.6152,77.1146,shared-host-00,success,normal,,,
5f8ef896-bf3e-4f24-b4c4-4964199f40b2,2026-06-15 08:38:16,user_055,engineering,user_055-dev0,219.75.180.242,Mumbai,IN,19.1062,72.7508,shared-host-08,success,normal,,,
5a4b830c-f055-4f30-8377-168bec3a90a3,2026-06-15 08:40:11,user_019,it_admin,user_019-dev0,19.186.81.100,Mumbai,IN,19.04,72.8325,it_admin-host-07,success,normal,,,
a99d4971-128a-4508-9ece-622bf368bb0a,2026-06-15 08:40:33,user_019,it_admin,user_019-dev0,33.24.132.12,Mumbai,IN,19.0179,72.9691,shared-host-00,success,normal,,,
ca3bab4d-cf5c-4df2-abb6-0df2558f9754,2026-06-15 08:41:16,user_044,it_admin,user_044-dev0,167.110.213.29,Hyderabad,IN,17.2769,78.3486,it_admin-host-15,success,normal,,,
a5936da8-dfb2-4a9a-9ca8-6be847ee99f8,2026-06-15 08:41:26,user_056,sales,user_056-dev0,204.38.117.199,Delhi,IN,28.6521,77.2343,sales-host-04,success,normal,,,
846ededd-b045-49ec-88cc-b3213682c1d6,2026-06-15 08:42:49,user_058,hr,user_058-dev0,213.236.224.40,Delhi,IN,28.592,77.0641,shared-host-01,success,normal,,,
36dffd1f-621d-438a-a4fc-fdd6a53fd5cd,2026-06-15 08:43:27,user_051,sales,user_051-dev0,136.57.109.109,Pune,IN,18.4191,73.7907,sales-host-03,success,normal,,,
3ad33bb3-77b6-4801-9346-54baf336073b,2026-06-15 08:45:58,user_061,sales,user_061-dev0,55.97.244.19,Delhi,IN,28.7248,76.9839,sales-host-08,success,normal,,,
31576057-af1c-4436-aef3-ac22c94ab190,2026-06-15 08:46:35,user_037,finance,user_037-dev0,207.83.91.191,Mumbai,IN,19.0622,72.7979,shared-host-04,success,normal,,,
8906bdd6-b95b-44a5-8885-479c762336d4,2026-06-15 08:47:06,user_058,hr,user_058-dev0,201.18.101.255,Delhi,IN,28.6488,77.0923,shared-host-07,success,normal,,,
d27fcb19-80e6-4c35-b29f-c1e79ffcfc69,2026-06-15 08:50:41,user_010,engineering,user_010-dev0,72.200.153.25,Pune,IN,18.5093,73.865,engineering-host-05,success,normal,,,
cf03ff92-b3ef-4409-a3af-5d37bea465e8,2026-06-15 08:55:10,user_049,it_admin,user_049-dev0,200.216.37.210,Mumbai,IN,18.9688,72.9919,it_admin-host-11,success,normal,,,
f7dca144-4dc4-4f2a-ae18-4a2f533fb263,2026-06-15 08:55:18,user_058,hr,user_058-dev1,60.152.10.71,Delhi,IN,28.7043,77.2238,hr-host-15,success,normal,,,
25c128b8-1c66-4044-8acd-35fefd696b8f,2026-06-15 08:55:31,user_059,it_admin,user_059-dev0,84.136.207.56,Hyderabad,IN,17.2763,78.4862,engineering-host-02,failure,normal,,,
cc01203d-c24a-468e-b819-79aa13dd4c58,2026-06-15 08:55:36,user_059,it_admin,user_059-dev0,14.140.170.80,Hyderabad,IN,17.3366,78.5042,engineering-host-02,success,normal,,,
cee18f15-e7f7-4ce3-9075-08d65e150e43,2026-06-15 08:55:37,user_018,hr,user_018-dev0,50.167.76.132,Delhi,IN,28.8378,77.0173,hr-host-01,success,normal,,,
8ce9433f-7eea-4a37-aa01-acf35579219a,2026-06-15 08:59:15,user_063,hr,user_063-dev0,40.119.8.62,Delhi,IN,28.5954,77.2287,hr-host-02,success,normal,,,
694ca25c-0195-409e-b285-d720203937a8,2026-06-15 08:59:28,user_055,engineering,user_055-dev0,96.97.196.61,Mumbai,IN,18.9895,72.9982,shared-host-08,success,normal,,,
24022b46-a2eb-408f-80ee-c7c67d995f73,2026-06-15 08:59:45,user_044,it_admin,user_044-dev0,68.211.32.213,Hyderabad,IN,17.352,78.4277,shared-host-01,success,normal,,,
3353b731-8f2f-411e-ad06-daa31fa01b5b,2026-06-15 09:00:26,user_034,it_admin,user_034-dev0,221.168.21.55,Delhi,IN,28.6426,77.0389,it_admin-host-12,success,normal,,,
6b970a03-69d5-4ff7-9fa1-ab019a0ce054,2026-06-15 09:00:27,user_036,sales,user_036-dev1,105.142.239.220,Hyderabad,IN,17.4199,78.4445,shared-host-05,success,normal,,,
c4110562-714a-486b-8325-8483f94901cd,2026-06-15 09:00:45,user_054,it_admin,user_054-dev0,114.108.21.73,Hyderabad,IN,17.4442,78.5925,it_admin-host-09,success,normal,,,
1d4b96d6-8f62-4f82-991f-d2bb8b7c74ff,2026-06-15 09:01:04,user_019,it_admin,user_019-dev0,34.20.39.101,Mumbai,IN,19.1853,72.8508,sales-host-10,failure,normal,,,
94eef489-3f2f-46a4-8abe-96c2d4aff434,2026-06-15 09:01:11,user_019,it_admin,user_019-dev0,217.252.97.109,Mumbai,IN,19.0645,72.8422,sales-host-10,success,normal,,,
a98e89b7-5793-48b7-a2ab-f804b88e51e2,2026-06-15 09:03:03,user_051,sales,user_051-dev1,223.200.78.120,Pune,IN,18.4433,73.8702,sales-host-15,success,normal,,,
954929f8-749d-4934-b10a-78ca1a94a7d9,2026-06-15 09:03:17,user_044,it_admin,user_044-dev0,200.27.113.141,Hyderabad,IN,17.5006,78.4341,shared-host-02,success,normal,,,
ff9c95fa-7b52-4324-a565-0ef7a0d3dc38,2026-06-15 09:03:26,user_057,finance,user_057-dev0,213.30.130.1,Hyderabad,IN,17.4769,78.4591,shared-host-09,failure,normal,,,
9d560517-f497-48b2-b9f6-2ac8e82048d5,2026-06-15 09:03:31,user_057,finance,user_057-dev0,34.220.194.242,Hyderabad,IN,17.5071,78.478,shared-host-09,success,normal,,,
62581bbb-7957-4480-8421-3e0948aade62,2026-06-15 09:04:19,user_009,it_admin,user_009-dev1,216.123.125.72,Pune,IN,18.6383,73.9929,it_admin-host-00,success,normal,,,
bc449454-49a3-437e-84bf-9ff0dc83c355,2026-06-15 09:04:50,user_058,hr,user_058-dev1,208.177.52.249,Delhi,IN,28.6012,77.0627,hr-host-10,success,normal,,,
c510ea5f-681b-4d41-8134-cca83fd28de3,2026-06-15 09:05:16,user_015,engineering,user_015-dev0,70.120.203.111,Bengaluru,IN,12.9254,77.6577,engineering-host-01,success,normal,,,
4894d1bc-4218-4b82-afa2-2ba823755d70,2026-06-15 09:05:32,user_038,hr,user_038-dev0,53.117.91.66,Bengaluru,IN,12.9659,77.528,hr-host-11,success,normal,,,
709ee1d3-01fd-4817-b723-4a216c8f71f1,2026-06-15 09:05:49,user_049,it_admin,user_049-dev0,188.187.227.118,Mumbai,IN,19.1073,72.9804,it_admin-host-02,success,normal,,,
19a108fa-7577-484f-a8eb-1b5538b1c6ac,2026-06-15 09:11:24,user_032,finance,user_032-dev1,149.29.147.76,Delhi,IN,28.6164,76.9499,shared-host-02,success,normal,,,
9967aa35-ae83-4d2e-b818-45f75b1bc5cf,2026-06-15 09:11:47,user_064,it_admin,user_064-dev1,132.42.255.136,Bengaluru,IN,12.9307,77.6497,shared-host-08,success,normal,,,
bfbeeb9a-a98e-4329-b19f-a13ec5f1476d,2026-06-15 09:12:34,user_010,engineering,user_010-dev0,22.34.64.207,Pune,IN,18.3978,73.9221,engineering-host-06,success,normal,,,
c6e2ac95-3d91-4f42-910e-ffe3122f2f93,2026-06-15 09:14:02,user_018,hr,user_018-dev0,54.78.10.92,Delhi,IN,28.6642,77.0733,hr-host-12,success,normal,,,
77081cec-590a-419c-b674-7f51d75a4ce8,2026-06-15 09:15:49,user_052,finance,user_052-dev0,154.57.81.34,Pune,IN,18.4649,73.7822,finance-host-10,success,normal,,,
fc9460b9-d73e-4c3a-861c-51e8ee19ed74,2026-06-15 09:15:51,user_002,finance,user_002-dev0,219.222.240.247,Pune,IN,18.6532,73.8345,shared-host-00,success,normal,,,
62771985-3189-4c60-b667-67d40ddf3a34,2026-06-15 09:15:52,user_037,finance,user_037-dev0,97.76.167.97,Mumbai,IN,19.0065,72.8925,finance-host-05,success,normal,,,
575d2911-cc50-453f-8031-28442fd64e30,2026-06-15 09:18:29,user_018,hr,user_018-dev0,201.29.52.232,Delhi,IN,28.7553,77.0444,hr-host-10,success,normal,,,
2f9f4057-4190-4ab1-ab17-80f7cd8adfa0,2026-06-15 09:20:54,user_019,it_admin,user_019-dev0,223.209.173.118,Mumbai,IN,19.0369,72.8264,it_admin-host-09,success,normal,,,
d791f3c4-9db3-41d9-adb5-e893d6d0cba7,2026-06-15 09:21:22,user_035,engineering,user_035-dev0,142.214.70.73,Bengaluru,IN,13.0204,77.4991,shared-host-01,success,normal,,,
7e061faf-d9ab-4cf2-bc8f-281d1a3ce3b8,2026-06-15 09:23:18,user_013,hr,user_013-dev0,130.161.97.200,Hyderabad,IN,17.48,78.5537,shared-host-06,success,normal,,,
2e9a5da6-c7af-491b-a04b-b8f9a216fefd,2026-06-15 09:23:22,user_017,finance,user_017-dev0,16.87.121.34,Mumbai,IN,19.1451,73.0027,finance-host-08,success,normal,,,
47e22d9d-e728-4194-992e-be062a91106a,2026-06-15 09:24:30,user_008,hr,user_008-dev1,216.64.207.176,Mumbai,IN,19.1296,72.8503,shared-host-06,success,normal,,,
ddbf8dfc-1db4-4e8f-a1ef-d3d604be9c75,2026-06-15 09:28:40,user_004,it_admin,user_004-dev0,58.126.193.216,Pune,IN,18.6157,73.9009,shared-host-08,success,normal,,,
04225e15-dddd-4533-8e43-a267798ad7d0,2026-06-15 09:29:20,user_015,engineering,user_015-dev0,171.97.172.240,Bengaluru,IN,12.9861,77.5248,engineering-host-01,success,normal,,,
66d20369-78eb-4a83-8729-3d3c36f10863,2026-06-15 09:29:34,user_051,sales,user_051-dev0,171.170.118.201,Pune,IN,18.4328,73.9668,sales-host-03,success,normal,,,
19d84fef-1a35-4abe-8a3c-bb1cb683e225,2026-06-15 09:31:00,user_025,engineering,user_025-dev0,208.38.99.58,Hyderabad,IN,17.3447,78.5615,engineering-host-09,success,normal,,,
5e860598-9a55-4aa0-a737-30f6ee5c35ca,2026-06-15 09:31:09,user_058,hr,user_058-dev0,130.16.179.108,Delhi,IN,28.7656,77.2203,hr-host-00,success,normal,,,
ab4034fd-49e4-4749-8fff-012ef58d6054,2026-06-15 09:33:06,user_018,hr,user_018-dev0,196.142.158.206,Delhi,IN,28.7433,77.212,hr-host-07,success,normal,,,
9d5131cb-c6c3-49b8-ac89-942047fc1b69,2026-06-15 09:38:39,user_061,sales,user_061-dev0,218.118.49.153,Delhi,IN,28.5835,77.1029,shared-host-04,success,normal,,,
569b1d58-130f-4bb9-b949-22b7ad039260,2026-06-15 09:40:18,user_052,finance,user_052-dev1,34.244.170.171,Pune,IN,18.5629,73.9845,finance-host-15,success,normal,,,
3aea97bf-db51-4be2-922d-6af69dadea8f,2026-06-15 09:40:47,user_003,hr,user_003-dev0,158.171.200.0,Pune,IN,18.6318,73.9007,hr-host-11,success,normal,,,
e7280a4d-326e-4aa8-9aca-e4ff85875c49,2026-06-15 09:43:18,user_058,hr,user_058-dev0,210.61.193.211,Delhi,IN,28.6715,77.1361,hr-host-03,success,normal,,,
add33f95-38d5-4eaa-bb67-6a503b98fd39,2026-06-15 09:43:30,user_028,hr,user_028-dev0,12.75.219.80,Pune,IN,18.5693,73.8483,hr-host-12,success,normal,,,
2ddaf165-f5af-407f-9825-711023abea9e,2026-06-15 09:45:15,user_042,finance,user_042-dev0,222.229.17.23,Bengaluru,IN,13.0404,77.5994,finance-host-07,success,normal,,,
9855b267-7b72-44f9-a5dc-2214cf2ed675,2026-06-15 09:45:18,user_035,engineering,user_035-dev0,129.113.149.179,Bengaluru,IN,13.067,77.5128,engineering-host-00,success,normal,,,
f3dcad43-7921-450c-8bcf-f0b45c2fdab8,2026-06-15 09:45:41,user_044,it_admin,user_044-dev0,19.225.47.210,Hyderabad,IN,17.4615,78.5746,it_admin-host-11,success,normal,,,
8daee31a-54fb-45f2-95ee-b80afbec9c84,2026-06-15 09:46:31,user_002,finance,user_002-dev0,219.190.13.209,Pune,IN,18.4079,73.8857,finance-host-10,success,normal,,,
bad7157c-21e6-4279-81b3-41aa6431db0c,2026-06-15 09:47:27,user_008,hr,user_008-dev0,203.62.192.71,Mumbai,IN,19.0027,72.7769,hr-host-14,success,normal,,,
14e51227-3f13-49b3-974a-5c5a18fc633e,2026-06-15 09:47:31,user_019,it_admin,user_019-dev0,182.95.34.97,Mumbai,IN,19.0662,72.9029,it_admin-host-09,success,normal,,,
0aa835e7-d2df-4489-bee9-dfdeb276b0f0,2026-06-15 09:48:14,user_028,hr,user_028-dev0,217.249.236.107,Pune,IN,18.604,73.8566,hr-host-01,success,normal,,,
441b00dd-2939-4309-b875-14eab9c1b14f,2026-06-15 09:48:47,user_057,finance,user_057-dev0,207.28.204.50,Hyderabad,IN,17.3376,78.5358,finance-host-05,success,normal,,,
3da500a4-3cfe-4c23-81d6-2e2a765abc27,2026-06-15 09:48:54,user_038,hr,user_038-dev0,208.247.219.105,Bengaluru,IN,12.89,77.4639,hr-host-06,success,normal,,,
01bf52c6-4a8a-4e44-bd46-ec6003098d7f,2026-06-15 09:49:08,user_035,engineering,user_035-dev0,22.230.207.134,Bengaluru,IN,13.0437,77.7236,engineering-host-12,success,normal,,,
3fd3f341-a706-44de-836d-5411b4ae7232,2026-06-15 09:49:10,user_004,it_admin,user_004-dev0,130.56.253.220,Pune,IN,18.6223,73.983,it_admin-host-08,success,normal,,,
c469de3b-6b1b-4195-b80b-b291b95bbb46,2026-06-15 09:49:17,user_050,engineering,user_050-dev0,166.204.124.105,Delhi,IN,28.8084,77.0158,engineering-host-11,success,normal,,,
4869a704-1891-4303-b431-f3cade339632,2026-06-15 09:49:54,user_058,hr,user_058-dev0,201.117.249.224,Delhi,IN,28.6867,77.0154,hr-host-03,success,normal,,,
f2aefbed-a760-4eb0-a263-2cab22e936c7,2026-06-15 09:50:07,user_041,sales,user_041-dev0,194.187.211.94,Pune,IN,18.4334,73.7225,sales-host-02,success,normal,,,
823b0661-ea2d-4c76-89fb-9fd548ea294f,2026-06-15 09:51:44,user_016,sales,user_016-dev1,2.68.107.25,Hyderabad,IN,17.4909,78.5183,shared-host-08,success,normal,,,
d060b817-669b-4541-8646-e5f790215afe,2026-06-15 09:52:01,user_053,hr,user_053-dev1,216.40.199.33,Mumbai,IN,19.0603,72.9685,hr-host-03,success,normal,,,
17f079f6-8b64-459b-bf33-92ac0b1f2077,2026-06-15 09:53:33,user_028,hr,user_028-dev0,211.190.62.127,Pune,IN,18.6533,73.7243,shared-host-06,success,normal,,,
330013c3-a85c-410a-a93c-43ff41e590cc,2026-06-15 09:54:11,user_060,engineering,user_060-dev1,219.49.199.109,Bengaluru,IN,12.9521,77.6383,engineering-host-13,success,normal,,,
a7d017df-3e27-48aa-be49-e8ab16e649aa,2026-06-15 09:54:53,user_023,hr,user_023-dev0,193.78.41.22,Hyderabad,IN,17.3316,78.5111,hr-host-12,success,attack,device_spoofing,ds_user_023_0,"{""os"": ""iOS 18"", ""browser"": ""Chrome 126"", ""screen"": ""1920x1080""}"
f900d445-5a3f-4f99-9d84-e9ffbdc02cd3,2026-06-15 09:56:48,user_008,hr,user_008-dev1,176.143.186.176,Mumbai,IN,19.1486,72.7792,shared-host-00,success,normal,,,
5d573451-9c77-4969-ba16-edef7022c1d7,2026-06-15 09:56:49,user_010,engineering,user_010-dev0,179.141.14.226,Pune,IN,18.4674,73.7882,engineering-host-06,success,normal,,,
af538869-345d-41f0-960a-11b0b6c15215,2026-06-15 10:00:41,user_063,hr,user_063-dev0,211.0.2.169,Delhi,IN,28.8122,76.9859,shared-host-00,success,normal,,,
b9e42211-fedb-46a8-95f1-1f4fee264a1a,2026-06-15 10:01:09,user_049,it_admin,user_049-dev0,159.108.7.198,Mumbai,IN,19.1068,72.7465,shared-host-05,success,normal,,,
