event_id,timestamp,user_id,dept,host,device_id,status,label,attack_type,attack_id,hour_zscore,geo_distance_km,geo_velocity_kmh,time_since_last_event_min,is_new_device,fingerprint_mismatch,is_new_host,is_foreign_dept,is_first_time_in_this_dept,foreign_dept_burst_distinct,new_host_burst_count,graph_dist_from_history,failure_burst_count,entity_history_days,entity_history_event_count,is_cold_start_entity,cold_start_blend_weight
785efb0d-aaa1-45b8-8ed1-816457ed6c05,2026-06-15 07:02:18,user_050,engineering,shared-host-09,user_050-dev0,success,normal,,,2.06,0.0,0.0,,1,0,1,0,0,0,0,0,0,0.0,0,1,0.0
a1add18d-37fe-4c71-acaa-9b499d1f131a,2026-06-15 07:03:44,user_056,sales,sales-host-02,user_056-dev0,success,normal,,,11.4,20.9,3.66,342.45,0,0,1,0,0,0,0,2,0,0.24,1,1,0.07
ae339cb4-d3d1-4c67-9219-f17723ea7988,2026-06-15 07:04:31,user_019,it_admin,it_admin-host-09,user_019-dev0,success,normal,,,0.595,0.0,0.0,,1,0,1,0,0,0,0,0,0,0.0,0,1,0.0
9027890c-3c3e-4a18-ba33-5166f4c8227c,2026-06-15 07:13:46,user_056,sales,sales-host-04,user_056-dev0,success,normal,,,1.005,18.68,111.7,10.03,0,0,1,0,0,0,1,1,0,0.24,2,1,0.13
75ff00f0-d6a7-4077-8613-2557157b94b4,2026-06-15 07:18:19,user_019,it_admin,shared-host-00,user_019-dev0,success,normal,,,0.615,26.69,116.03,13.8,0,0,1,0,0,0,1,3,0,0.01,1,1,0.07
e32511f8-3472-4ab9-886d-fb482129b760,2026-06-15 07:18:29,user_033,hr,hr-host-11,user_033-dev0,success,attack,device_spoofing,ds_user_033_0,1.537,14.1,52.1,16.23,0,1,1,0,0,0,0,2,0,0.01,1,1,0.07
19dfa3a8-dffb-48c5-a448-3b8aea488f09,2026-06-15 07:19:39,user_023,hr,hr-host-06,user_023-dev0,success,normal,,,1.159,21.61,4.74,273.45,0,0,1,0,0,0,0,2,0,0.19,1,1,0.07
13d86cd8-224f-4fc3-88c7-f4235225f46a,2026-06-15 07:23:29,user_032,finance,finance-host-10,user_032-dev1,success,normal,,,1.784,23.99,3.51,409.82,0,0,1,0,0,0,0,1,0,0.28,1,1,0.07
41a12378-ac90-4630-a693-8ebc07788caf,2026-06-15 07:26:35,user_043,hr,shared-host-01,user_043-dev1,success,normal,,,0.865,0.0,0.0,,1,0,1,0,0,0,0,0,0,0.0,0,1,0.0
c0f86c95-29d4-4c4a-b616-606e767575f9,2026-06-15 07:30:57,user_019,it_admin,it_admin-host-09,user_019-dev0,success,normal,,,0.644,27.28,129.54,12.63,0,0,0,0,0,0,1,0,0,0.02,2,1,0.13
44422336-4611-446a-a594-632483160395,2026-06-15 07:32:06,user_023,hr,shared-host-06,user_023-dev0,success,normal,,,0.812,21.88,105.46,12.45,0,0,1,0,0,0,1,4,0,0.2,2,1,0.13
8067c39d-dc52-42fb-a56c-c3f108ffc620,2026-06-15 07:32:36,user_013,hr,hr-host-06,user_013-dev0,success,normal,,,0.671,0.0,0.0,,1,0,1,0,0,0,0,0,0,0.0,0,1,0.0
da8585c3-c483-4d2a-9633-7f3dabc28fae,2026-06-15 07:38:09,user_053,hr,shared-host-05,user_053-dev0,success,normal,,,0.811,20.82,4.22,296.37,0,0,1,0,0,0,0,2,0,0.21,1,1,0.07
37c6daa0-b266-4dc1-b407-41d636f9e7dd,2026-06-15 07:40:57,user_050,engineering,shared-host-08,user_050-dev1,success,normal,,,1.595,15.35,23.82,38.65,1,0,1,0,0,0,0,2,0,0.03,1,1,0.07
ed8b449f-8154-44dc-b20a-f449927bb9fa,2026-06-15 07:52:45,user_013,hr,hr-host-06,user_013-dev1,success,normal,,,0.71,15.24,45.38,20.15,1,0,0,0,0,0,0,0,0,0.01,1,1,0.07
4d2df1a4-8a31-4098-9ef7-e4aa999dfff3,2026-06-15 07:53:56,user_019,it_admin,shared-host-01,user_019-dev0,success,normal,,,0.814,19.42,50.69,22.98,0,0,1,0,0,0,0,2,0,0.03,3,1,0.2
0a2660c7-3adc-4997-aaca-9a14da2fe504,2026-06-15 07:54:15,user_056,sales,sales-host-04,user_056-dev0,success,normal,,,0.885,24.59,36.44,40.48,0,0,0,0,0,0,0,0,0,0.27,3,1,0.2
b286ae58-7618-4a55-8d74-c91c3c5e0bae,2026-06-15 07:55:05,user_050,engineering,shared-host-09,user_050-dev0,success,normal,,,1.282,20.87,88.62,14.13,0,0,0,0,0,0,1,0,0,0.04,2,1,0.13
0f7b21c7-1814-44b2-8d51-5f0e6a0ed5ce,2026-06-15 07:57:45,user_041,sales,sales-host-09,user_041-dev0,success,normal,,,0.677,0.0,0.0,,1,0,1,0,0,0,0,0,0,0.0,0,1,0.0
7d070961-9ef1-4328-966a-affc9dba7676,2026-06-15 08:02:41,user_001,sales,shared-host-07,user_001-dev0,success,normal,,,0.589,0.0,0.0,,1,0,1,0,0,0,0,0,0,0.0,0,1,0.0
92dbeacc-2f42-4eda-ad15-e8bd0841c6bc,2026-06-15 08:03:04,user_048,hr,hr-host-14,user_048-dev0,success,normal,,,0.748,0.0,0.0,,1,0,1,0,0,0,0,0,0,0.0,0,1,0.0
bd356e9b-8cc2-4f3a-a2b4-e2b18aff0af9,2026-06-15 08:04:56,user_019,it_admin,it_admin-host-09,user_019-dev0,success,normal,,,0.852,9.69,52.88,11.0,0,0,0,0,0,0,1,0,0,0.04,4,1,0.27
ed1cbcb8-3c59-44dc-9884-ab5072f9d80d,2026-06-15 08:05:33,user_034,it_admin,shared-host-01,user_034-dev0,success,normal,,,0.739,0.0,0.0,,1,0,1,0,0,0,0,0,0,0.0,0,1,0.0
9d9b4510-f646-42b3-aaa2-91505a95c62b,2026-06-15 08:06:25,user_049,it_admin,shared-host-05,user_049-dev0,success,normal,,,0.718,10.36,9.65,64.4,0,0,1,0,0,0,0,3,0,0.04,1,1,0.07
e094dd14-76ce-4a75-ae00-31ebb2e69aa0,2026-06-15 08:08:25,user_015,engineering,shared-host-06,user_015-dev0,success,normal,,,1.119,0.0,0.0,,1,0,1,0,0,0,0,0,0,0.0,0,1,0.0
d5c3d8d9-0105-460b-8387-f969b2d3b4e9,2026-06-15 08:10:40,user_012,finance,finance-host-09,user_012-dev0,success,normal,,,1.468,0.0,0.0,,1,0,1,0,0,0,0,0,0,0.0,0,1,0.0
56d22223-1d86-4d1e-9714-1d103ceffa98,2026-06-15 08:10:58,user_043,hr,hr-host-00,user_043-dev0,failure,normal,,,0.765,10.07,13.61,44.38,1,0,1,0,0,0,0,1,0,0.03,1,1,0.07
50dd8a86-3181-4df1-8e73-b5f9094325aa,2026-06-15 08:11:02,user_043,hr,hr-host-00,user_043-dev0,success,normal,,,0.709,26.92,1615.3,0.07,0,0,0,0,0,0,1,0,1,0.03,2,1,0.13
59830e8d-ad26-4b9f-89b5-e1cb50d5094b,2026-06-15 08:13:55,user_012,finance,shared-host-03,user_012-dev1,success,normal,,,1.151,23.69,437.28,3.25,1,0,1,0,0,0,1,2,0,0.0,1,1,0.07
74aa05b0-0aba-4ab4-8b18-75c8ba3a5b7c,2026-06-15 08:18:03,user_055,engineering,engineering-host-08,user_055-dev0,success,normal,,,1.007,0.0,0.0,,1,0,1,0,0,0,0,0,0,0.0,0,1,0.0
fbf27cda-3b90-4bd5-8847-7b3641576b2e,2026-06-15 08:21:30,user_015,engineering,shared-host-03,user_015-dev0,success,normal,,,0.889,14.66,67.25,13.08,0,0,1,0,0,0,1,2,0,0.01,1,1,0.07
6a4dc84a-a7b2-41b2-b5fa-88732a1027f5,2026-06-15 08:24:11,user_063,hr,hr-host-05,user_063-dev0,success,normal,,,0.783,0.0,0.0,,1,0,1,0,0,0,0,0,0,0.0,0,1,0.0
86216acb-895b-44b7-838b-d57980c75a38,2026-06-15 08:27:19,user_011,sales,shared-host-02,user_011-dev0,success,normal,,,0.687,0.0,0.0,,1,0,1,0,0,0,0,0,0,0.0,0,1,0.0
5912aef7-bd73-47ef-a070-978a46c8362c,2026-06-15 08:28:34,user_055,engineering,engineering-host-15,user_055-dev0,success,normal,,,0.834,16.62,94.84,10.52,0,0,1,0,0,0,1,1,0,0.01,1,1,0.07
3dc94163-c115-4089-950f-8e7f160e6bde,2026-06-15 08:28:43,user_021,sales,sales-host-05,user_021-dev0,success,normal,,,0.61,0.0,0.0,,1,0,1,0,0,0,0,0,0,0.0,0,1,0.0
aacc1c31-a5ff-43ab-8955-e064407085e9,2026-06-15 08:29:38,user_022,finance,finance-host-05,user_022-dev0,success,normal,,,1.115,18.83,5.82,194.07,0,0,1,0,0,0,0,2,0,0.13,1,1,0.07
6af6f640-e239-427a-b562-1fa7afbe1f5c,2026-06-15 08:31:05,user_032,finance,finance-host-09,user_032-dev1,success,normal,,,0.964,26.63,23.63,67.6,0,0,1,0,0,0,0,1,0,0.33,2,1,0.13
87b28548-c608-4e15-b946-85868bc765e1,2026-06-15 08:31:37,user_050,engineering,shared-host-08,user_050-dev1,success,normal,,,0.833,11.21,18.42,36.53,0,0,0,0,0,0,0,0,0,0.06,3,1,0.2
91023c19-589c-4d4e-a69d-7bc56eecabfc,2026-06-15 08:32:04,user_034,it_admin,it_admin-host-12,user_034-dev0,success,normal,,,0.91,23.62,53.44,26.52,0,0,1,0,0,0,0,2,0,0.02,1,1,0.07
9482f070-7a43-477b-a7e4-9b864a4778a6,2026-06-15 08:33:19,user_051,sales,sales-host-00,user_051-dev0,success,normal,,,0.587,0.0,0.0,,1,0,1,0,0,0,0,0,0,0.0,0,1,0.0
b9d22bdc-6dab-4289-ac2f-1f1ed146bc2d,2026-06-15 08:34:19,user_044,it_admin,it_admin-host-09,user_044-dev0,success,normal,,,0.859,0.0,0.0,,1,0,1,0,0,0,0,0,0,0.0,0,1,0.0
0a572ff3-aa9d-465c-9ff3-f421ffeff0e7,2026-06-15 08:36:53,user_061,sales,sales-host-00,user_061-dev0,success,normal,,,0.56,0.0,0.0,,1,0,1,0,0,0,0,0,0,0.0,0,1,0.0
798f8791-e25b-40bb-8330-871b1b1ed729,2026-06-15 08:37:17,user_063,hr,shared-host-00,user_063-dev0,success,normal,,,0.849,17.03,77.98,13.1,0,0,1,0,0,0,1,4,0,0.01,1,1,0.07
5f8ef896-bf3e-4f24-b4c4-4964199f40b2,2026-06-15 08:38:16,user_055,engineering,shared-host-08,user_055-dev0,success,normal,,,0.753,12.1,74.86,9.7,0,0,1,0,0,0,1,1,0,0.01,2,1,0.13
5a4b830c-f055-4f30-8377-168bec3a90a3,2026-06-15 08:40:11,user_019,it_admin,it_admin-host-07,user_019-dev0,success,normal,,,1.048,14.94,25.43,35.25,0,0,1,0,0,0,0,2,0,0.07,5,1,0.33
a99d4971-128a-4508-9ece-622bf368bb0a,2026-06-15 08:40:33,user_019,it_admin,shared-host-00,user_019-dev0,success,normal,,,0.979,14.57,874.08,0.37,0,0,0,0,0,0,1,0,0,0.07,6,1,0.4
ca3bab4d-cf5c-4df2-abb6-0df2558f9754,2026-06-15 08:41:16,user_044,it_admin,it_admin-host-15,user_044-dev0,success,normal,,,0.757,27.27,235.44,6.95,0,0,1,0,0,0,1,2,0,0.0,1,1,0.07
a5936da8-dfb2-4a9a-9ca8-6be847ee99f8,2026-06-15 08:41:26,user_056,sales,sales-host-04,user_056-dev0,success,normal,,,0.691,16.13,20.51,47.18,0,0,0,0,0,0,0,0,0,0.31,4,1,0.27
846ededd-b045-49ec-88cc-b3213682c1d6,2026-06-15 08:42:49,user_058,hr,shared-host-01,user_058-dev0,success,normal,,,0.853,0.0,0.0,,1,0,1,0,0,0,0,0,0,0.0,0,1,0.0
36dffd1f-621d-438a-a4fc-fdd6a53fd5cd,2026-06-15 08:43:27,user_051,sales,sales-host-03,user_051-dev0,success,normal,,,0.536,27.83,164.79,10.13,0,0,1,0,0,0,1,1,0,0.01,1,1,0.07
3ad33bb3-77b6-4801-9346-54baf336073b,2026-06-15 08:45:58,user_061,sales,sales-host-08,user_061-dev0,success,normal,,,0.52,28.0,184.93,9.08,0,0,1,0,0,0,1,2,0,0.01,1,1,0.07
31576057-af1c-4436-aef3-ac22c94ab190,2026-06-15 08:46:35,user_037,finance,shared-host-04,user_037-dev0,success,normal,,,0.888,0.0,0.0,,1,0,1,0,0,0,0,0,0,0.0,0,1,0.0
8906bdd6-b95b-44a5-8885-479c762336d4,2026-06-15 08:47:06,user_058,hr,shared-host-07,user_058-dev0,success,normal,,,0.838,6.89,96.51,4.28,0,0,1,0,0,0,1,2,0,0.0,1,1,0.07
d27fcb19-80e6-4c35-b29f-c1e79ffcfc69,2026-06-15 08:50:41,user_010,engineering,engineering-host-05,user_010-dev0,success,normal,,,0.782,0.0,0.0,,1,0,1,0,0,0,0,0,0,0.0,0,1,0.0
cf03ff92-b3ef-4409-a3af-5d37bea465e8,2026-06-15 08:55:10,user_049,it_admin,it_admin-host-11,user_049-dev0,success,normal,,,0.97,27.03,33.27,48.75,0,0,1,0,0,0,0,3,0,0.08,2,1,0.13
f7dca144-4dc4-4f2a-ae18-4a2f533fb263,2026-06-15 08:55:18,user_058,hr,hr-host-15,user_058-dev1,success,normal,,,0.86,14.24,104.16,8.2,1,0,1,0,0,0,2,3,0,0.01,2,1,0.13
25c128b8-1c66-4044-8acd-35fefd696b8f,2026-06-15 08:55:31,user_059,it_admin,engineering-host-02,user_059-dev0,failure,normal,,,1.143,5.1,0.73,418.02,0,0,1,1,1,0,0,3,0,0.29,1,1,0.07
cc01203d-c24a-468e-b819-79aa13dd4c58,2026-06-15 08:55:36,user_059,it_admin,engineering-host-02,user_059-dev0,success,normal,,,0.83,6.97,418.32,0.08,0,0,0,1,0,1,1,0,1,0.29,2,1,0.13
cee18f15-e7f7-4ce3-9075-08d65e150e43,2026-06-15 08:55:37,user_018,hr,hr-host-01,user_018-dev0,success,normal,,,0.837,0.0,0.0,,1,0,1,0,0,0,0,0,0,0.0,0,1,0.0
8ce9433f-7eea-4a37-aa01-acf35579219a,2026-06-15 08:59:15,user_063,hr,hr-host-02,user_063-dev0,success,normal,,,0.841,11.35,31.01,21.97,0,0,1,0,0,0,0,2,0,0.02,2,1,0.13
694ca25c-0195-409e-b285-d720203937a8,2026-06-15 08:59:28,user_055,engineering,shared-host-08,user_055-dev0,success,normal,,,0.798,29.06,82.25,21.2,0,0,0,0,0,0,0,0,0,0.03,3,1,0.2
24022b46-a2eb-408f-80ee-c7c67d995f73,2026-06-15 08:59:45,user_044,it_admin,shared-host-01,user_044-dev0,success,normal,,,0.799,11.84,38.44,18.48,0,0,1,0,0,0,0,2,0,0.02,2,1,0.13
3353b731-8f2f-411e-ad06-daa31fa01b5b,2026-06-15 09:00:26,user_034,it_admin,it_admin-host-12,user_034-dev0,success,normal,,,0.811,9.45,19.99,28.37,0,0,0,0,0,0,0,0,0,0.04,2,1,0.13
6b970a03-69d5-4ff7-9fa1-ab019a0ce054,2026-06-15 09:00:27,user_036,sales,shared-host-05,user_036-dev1,success,normal,,,0.637,0.0,0.0,,1,0,1,0,0,0,0,0,0,0.0,0,1,0.0
c4110562-714a-486b-8325-8483f94901cd,2026-06-15 09:00:45,user_054,it_admin,it_admin-host-09,user_054-dev0,success,normal,,,0.748,0.0,0.0,,1,0,1,0,0,0,0,0,0,0.0,0,1,0.0
1d4b96d6-8f62-4f82-991f-d2bb8b7c74ff,2026-06-15 09:01:04,user_019,it_admin,sales-host-10,user_019-dev0,failure,normal,,,1.053,22.38,65.46,20.52,0,0,1,1,1,0,0,2,0,0.08,7,1,0.47
94eef489-3f2f-46a4-8abe-96c2d4aff434,2026-06-15 09:01:11,user_019,it_admin,sales-host-10,user_019-dev0,success,normal,,,0.984,13.46,807.76,0.12,0,0,0,1,0,1,1,0,1,0.08,8,1,0.53
a98e89b7-5793-48b7-a2ab-f804b88e51e2,2026-06-15 09:03:03,user_051,sales,sales-host-15,user_051-dev1,success,normal,,,0.639,8.81,26.96,19.6,1,0,1,0,0,0,0,2,0,0.02,2,1,0.13
954929f8-749d-4934-b10a-78ca1a94a7d9,2026-06-15 09:03:17,user_044,it_admin,shared-host-02,user_044-dev0,success,normal,,,0.699,16.54,280.83,3.53,0,0,1,0,0,0,1,1,0,0.02,3,1,0.2
ff9c95fa-7b52-4324-a565-0ef7a0d3dc38,2026-06-15 09:03:26,user_057,finance,shared-host-09,user_057-dev0,failure,normal,,,0.887,0.0,0.0,,1,0,1,0,0,0,0,0,0,0.0,0,1,0.0
9d560517-f497-48b2-b9f6-2ac8e82048d5,2026-06-15 09:03:31,user_057,finance,shared-host-09,user_057-dev0,success,normal,,,0.793,3.91,234.65,0.08,0,0,0,0,0,0,1,0,1,0.0,1,1,0.07
62581bbb-7957-4480-8421-3e0948aade62,2026-06-15 09:04:19,user_009,it_admin,it_admin-host-00,user_009-dev1,success,normal,,,0.696,0.0,0.0,,1,0,1,0,0,0,0,0,0,0.0,0,1,0.0
bc449454-49a3-437e-84bf-9ff0dc83c355,2026-06-15 09:04:50,user_058,hr,hr-host-10,user_058-dev1,success,normal,,,0.826,19.46,122.45,9.53,0,0,1,0,0,0,1,1,0,0.02,3,1,0.2
c510ea5f-681b-4d41-8134-cca83fd28de3,2026-06-15 09:05:16,user_015,engineering,engineering-host-01,user_015-dev0,success,normal,,,0.803,16.24,22.26,43.77,0,0,1,0,0,0,0,4,0,0.04,2,1,0.13
4894d1bc-4218-4b82-afa2-2ba823755d70,2026-06-15 09:05:32,user_038,hr,hr-host-11,user_038-dev0,success,normal,,,0.821,0.0,0.0,,1,0,1,0,0,0,0,0,0,0.0,0,1,0.0
709ee1d3-01fd-4817-b723-4a216c8f71f1,2026-06-15 09:05:49,user_049,it_admin,it_admin-host-02,user_049-dev0,success,normal,,,0.774,15.45,87.03,10.65,0,0,1,0,0,0,1,1,0,0.09,3,1,0.2
19a108fa-7577-484f-a8eb-1b5538b1c6ac,2026-06-15 09:11:24,user_032,finance,shared-host-02,user_032-dev1,success,normal,,,0.801,11.96,17.8,40.32,0,0,1,0,0,0,0,2,0,0.36,3,1,0.2
9967aa35-ae83-4d2e-b818-45f75b1bc5cf,2026-06-15 09:11:47,user_064,it_admin,shared-host-08,user_064-dev1,success,normal,,,0.961,12.12,5.07,143.52,0,0,1,0,0,0,0,2,0,0.1,2,1,0.13
bfbeeb9a-a98e-4329-b19f-a13ec5f1476d,2026-06-15 09:12:34,user_010,engineering,engineering-host-06,user_010-dev0,success,normal,,,0.776,13.78,37.79,21.88,0,0,1,0,0,0,0,2,0,0.02,1,1,0.07
c6e2ac95-3d91-4f42-910e-ffe3122f2f93,2026-06-15 09:14:02,user_018,hr,hr-host-12,user_018-dev0,success,normal,,,0.874,20.06,65.36,18.42,0,0,1,0,0,0,0,1,0,0.01,1,1,0.07
77081cec-590a-419c-b674-7f51d75a4ce8,2026-06-15 09:15:49,user_052,finance,finance-host-10,user_052-dev0,success,normal,,,0.79,15.26,6.55,139.75,1,0,0,0,0,0,0,0,0,0.1,1,1,0.07
fc9460b9-d73e-4c3a-861c-51e8ee19ed74,2026-06-15 09:15:51,user_002,finance,shared-host-00,user_002-dev0,success,normal,,,0.838,21.35,3.35,381.95,0,0,1,0,0,0,0,4,0,0.27,1,1,0.07
62771985-3189-4c60-b667-67d40ddf3a34,2026-06-15 09:15:52,user_037,finance,finance-host-05,user_037-dev0,success,normal,,,0.653,11.71,24.0,29.28,0,0,1,0,0,0,0,2,0,0.02,1,1,0.07
575d2911-cc50-453f-8031-28442fd64e30,2026-06-15 09:18:29,user_018,hr,hr-host-10,user_018-dev0,success,normal,,,0.864,10.51,141.77,4.45,0,0,1,0,0,0,1,2,0,0.02,2,1,0.13
2f9f4057-4190-4ab1-ab17-80f7cd8adfa0,2026-06-15 09:20:54,user_019,it_admin,it_admin-host-09,user_019-dev0,success,normal,,,1.221,3.49,10.62,19.72,0,0,0,0,0,0,0,0,0,0.09,9,1,0.6
d791f3c4-9db3-41d9-adb5-e893d6d0cba7,2026-06-15 09:21:22,user_035,engineering,shared-host-01,user_035-dev0,success,normal,,,0.794,0.0,0.0,,1,0,1,0,0,0,0,0,0,0.0,0,1,0.0
7e061faf-d9ab-4cf2-bc8f-281d1a3ce3b8,2026-06-15 09:23:18,user_013,hr,shared-host-06,user_013-dev0,success,normal,,,1.013,22.14,14.67,90.55,0,0,1,0,0,0,0,4,0,0.08,2,1,0.13
2e9a5da6-c7af-491b-a04b-b8f9a216fefd,2026-06-15 09:23:22,user_017,finance,finance-host-08,user_017-dev0,success,normal,,,0.661,0.0,0.0,,1,0,1,0,0,0,0,0,0,0.0,0,1,0.0
47e22d9d-e728-4194-992e-be062a91106a,2026-06-15 09:24:30,user_008,hr,shared-host-06,user_008-dev1,success,normal,,,0.876,0.0,0.0,,1,0,1,0,0,0,0,0,0,0.0,0,1,0.0
ddbf8dfc-1db4-4e8f-a1ef-d3d604be9c75,2026-06-15 09:28:40,user_004,it_admin,shared-host-08,user_004-dev0,success,normal,,,0.909,0.0,0.0,,1,0,1,0,0,0,0,0,0,0.0,0,1,0.0
04225e15-dddd-4533-8e43-a267798ad7d0,2026-06-15 09:29:20,user_015,engineering,engineering-host-01,user_015-dev0,success,normal,,,0.863,15.9,39.65,24.07,0,0,0,0,0,0,0,0,0,0.06,3,1,0.2
66d20369-78eb-4a83-8729-3d3c36f10863,2026-06-15 09:29:34,user_051,sales,sales-host-03,user_051-dev0,success,normal,,,0.895,10.26,23.21,26.52,0,0,0,0,0,0,0,0,0,0.04,3,1,0.2
19d84fef-1a35-4abe-8a3c-bb1cb683e225,2026-06-15 09:31:00,user_025,engineering,engineering-host-09,user_025-dev0,success,normal,,,1.226,13.18,1.86,425.58,0,0,0,0,0,0,0,0,0,0.38,2,1,0.13
5e860598-9a55-4aa0-a737-30f6ee5c35ca,2026-06-15 09:31:09,user_058,hr,hr-host-00,user_058-dev0,success,normal,,,0.956,23.89,54.46,26.32,0,0,1,0,0,0,0,1,0,0.03,4,1,0.27
ab4034fd-49e4-4749-8fff-012ef58d6054,2026-06-15 09:33:06,user_018,hr,hr-host-07,user_018-dev0,success,normal,,,0.897,16.39,67.29,14.62,0,0,1,0,0,0,1,1,0,0.03,3,1,0.2
9d5131cb-c6c3-49b8-ac89-942047fc1b69,2026-06-15 09:38:39,user_061,sales,shared-host-04,user_061-dev0,success,normal,,,0.942,19.54,22.25,52.68,0,0,1,0,0,0,0,2,0,0.04,2,1,0.13
569b1d58-130f-4bb9-b949-22b7ad039260,2026-06-15 09:40:18,user_052,finance,finance-host-15,user_052-dev1,success,normal,,,0.767,23.95,58.7,24.48,0,0,1,0,0,0,0,1,0,0.11,2,1,0.13
3aea97bf-db51-4be2-922d-6af69dadea8f,2026-06-15 09:40:47,user_003,hr,hr-host-11,user_003-dev0,success,normal,,,0.947,0.0,0.0,,1,0,1,0,0,0,0,0,0,0.0,0,1,0.0
e7280a4d-326e-4aa8-9aca-e4ff85875c49,2026-06-15 09:43:18,user_058,hr,hr-host-03,user_058-dev0,success,normal,,,1.013,13.3,65.68,12.15,0,0,1,0,0,0,1,1,0,0.04,5,1,0.33
add33f95-38d5-4eaa-bb67-6a503b98fd39,2026-06-15 09:43:30,user_028,hr,hr-host-12,user_028-dev0,success,normal,,,0.914,0.0,0.0,,1,0,1,0,0,0,0,0,0,0.0,0,1,0.0
2ddaf165-f5af-407f-9825-711023abea9e,2026-06-15 09:45:15,user_042,finance,finance-host-07,user_042-dev0,success,normal,,,0.722,0.0,0.0,,1,0,1,0,0,0,0,0,0,0.0,0,1,0.0
